id,day,event_type,category,region,device,account_age_days,num_prev_listings,prev_reports_30d,verification_level,price,num_images,message_length,contains_off_platform,urgency_words,payment_attempt,time_to_first_response_min,is_suspicious
889,4,ad_post,other,urban,android,125.3,1,0,1,317.18,7,148,0,0,0,12.4,0
890,2,ad_post,furniture,metro,ios,34.7,2,0,0,139.82,1,38,0,0,0,8.3,0
891,2,message_send,other,metro,ios,81.4,3,0,1,181.02,3,103,0,0,1,22.3,0
892,3,message_send,bikes,metro,android,20.0,0,0,1,40.79,2,112,0,0,0,19.6,0
893,1,ad_post,electronics,urban,android,24.2,3,0,1,152.51,2,56,0,0,0,9.4,0
894,3,ad_post,electronics,rural,android,23.8,5,0,0,428.03,5,52,0,0,0,10.1,0
895,5,ad_post,phones,urban,ios,17.3,2,0,0,155.03,3,164,0,0,0,,0
896,2,message_send,phones,metro,android,32.4,3,1,0,,2,39,0,0,0,14.2,0
897,4,ad_post,other,metro,android,40.8,6,0,2,180.23,0,30,0,0,0,19.0,0
898,2,ad_post,other,metro,android,89.8,4,0,1,375.46,6,37,0,0,0,26.7,0
899,1,ad_post,other,,android,29.6,4,0,1,107.76,4,250,0,0,1,12.8,0
900,2,ad_post,fashion,rural,ios,333.9,2,0,0,71.52,5,98,0,0,0,3.9,0
901,4,ad_post,other,rural,android,214.1,5,0,0,56.14,3,51,1,0,0,5.0,0
902,3,ad_post,furniture,metro,android,130.0,7,0,1,292.87,5,59,0,0,0,87.0,1
903,5,ad_post,bikes,rural,ios,31.3,4,0,1,325.09,1,22,0,0,0,6.3,0
904,2,ad_post,other,metro,android,81.8,3,0,0,299.52,4,47,0,0,0,18.0,0
905,3,ad_post,electronics,rural,android,92.3,2,0,2,133.54,4,49,1,0,0,11.7,0
906,3,ad_post,bikes,metro,ios,110.9,2,0,0,59.86,5,0,0,0,0,36.5,0
907,5,ad_post,electronics,metro,android,31.9,1,0,2,303.63,3,59,0,0,0,7.2,0
908,2,ad_post,furniture,rural,android,15.3,2,0,1,117.18,3,0,0,0,0,,0
909,2,message_send,electronics,metro,android,6.8,2,0,1,340.48,3,98,0,0,0,12.0,0
910,3,ad_post,other,rural,ios,47.1,2,0,1,79.11,3,8,0,0,0,22.0,0
911,4,ad_post,fashion,metro,ios,35.6,2,0,2,270.07,0,126,0,0,0,9.5,0
912,1,ad_post,phones,rural,android,5.2,6,0,2,134.93,2,108,0,0,0,3.6,1
913,4,message_send,electronics,rural,android,38.3,7,0,0,425.83,6,131,0,0,0,10.6,0
914,3,ad_post,electronics,rural,android,79.9,2,0,1,50.15,3,163,0,0,1,191.6,0
915,1,ad_post,other,urban,android,12.2,3,0,0,282.32,3,58,1,0,0,4.4,1
916,2,ad_post,electronics,,android,74.5,0,0,2,,1,79,0,0,0,10.9,0
917,3,message_send,other,metro,web,1213.1,5,0,0,20.54,6,161,0,0,1,8.8,0
918,3,ad_post,furniture,metro,android,19.2,3,1,0,84.27,2,55,0,0,0,46.9,0
919,3,ad_post,furniture,rural,web,56.2,2,0,0,325.57,2,0,0,0,0,10.0,0
920,2,message_send,fashion,urban,android,21.8,2,0,0,,0,188,0,0,0,53.9,0
921,1,ad_post,fashion,rural,android,45.2,3,0,0,62.62,2,11,0,0,0,17.3,0
922,4,message_send,electronics,rural,android,25.1,2,0,1,127.25,2,191,0,0,1,18.8,0
923,4,ad_post,electronics,rural,ios,71.3,2,0,1,254.1,4,89,0,0,0,9.8,0
924,3,ad_post,other,metro,android,42.4,0,0,0,615.72,1,119,0,0,1,6.4,0
925,2,message_send,other,metro,web,145.8,1,0,2,22.97,4,121,0,0,0,13.5,0
926,5,ad_post,electronics,urban,web,44.1,5,0,2,353.4,2,25,0,0,0,12.1,0
927,4,ad_post,other,urban,ios,39.0,2,0,0,100.89,4,132,1,0,0,5.7,0
928,5,ad_post,fashion,metro,android,27.5,5,0,0,131.47,3,35,0,0,0,4.9,0
929,5,ad_post,other,,android,23.0,2,0,0,83.16,1,108,0,0,1,27.8,0
930,2,ad_post,electronics,rural,ios,111.1,3,0,0,509.01,6,19,0,0,0,29.7,0
931,3,message_send,bikes,urban,android,16.4,1,0,0,219.41,4,193,0,0,0,7.6,0
932,3,ad_post,furniture,metro,web,148.3,5,0,0,39.44,2,167,0,1,0,1.8,0
933,2,ad_post,furniture,urban,android,24.0,5,0,2,234.93,3,96,1,0,0,4.9,0
934,1,ad_post,other,urban,web,128.6,4,0,1,106.6,5,112,0,0,0,50.0,0
935,2,ad_post,phones,urban,android,36.3,3,0,2,148.73,5,52,0,0,1,12.7,0
936,4,ad_post,furniture,,ios,489.4,2,0,1,144.37,1,37,0,0,0,9.0,0
937,1,message_send,furniture,urban,web,37.6,3,0,0,397.92,2,72,0,0,0,6.4,0
938,5,ad_post,furniture,urban,android,37.8,3,0,1,137.34,2,104,0,0,0,7.0,0
939,1,ad_post,other,urban,android,89.1,4,0,0,33.1,2,140,0,0,0,15.2,0
940,2,ad_post,furniture,urban,ios,128.2,4,0,0,222.32,2,129,0,1,0,19.0,0
941,3,ad_post,electronics,urban,ios,77.0,3,0,0,450.06,5,126,0,0,0,16.4,0
942,2,ad_post,phones,rural,android,22.5,1,0,1,67.09,6,109,0,0,0,,0
943,3,ad_post,fashion,urban,ios,23.9,7,0,0,181.25,2,199,0,0,0,33.9,0
944,4,ad_post,other,,ios,34.0,3,1,1,784.42,1,130,0,0,1,2.9,0
945,1,ad_post,furniture,metro,ios,60.0,4,0,0,,2,61,0,0,0,22.0,0
946,3,ad_post,furniture,urban,ios,218.2,4,0,1,209.71,3,145,1,0,0,14.1,0
947,2,ad_post,phones,rural,android,69.1,4,0,2,99.22,2,93,0,0,1,57.9,0
948,2,ad_post,phones,urban,ios,143.3,5,0,0,43.83,2,46,0,0,0,30.2,0
949,2,message_send,bikes,metro,android,24.1,1,0,0,483.3,1,278,0,1,1,17.2,0
950,5,ad_post,furniture,urban,ios,55.0,2,0,0,50.79,0,99,0,1,0,10.9,0
951,2,ad_post,other,,ios,9.3,4,0,0,40.78,3,18,0,0,1,11.0,0
952,1,ad_post,other,urban,web,49.6,1,0,0,118.84,3,87,0,0,1,7.1,0
953,3,ad_post,bikes,urban,android,103.2,4,0,2,118.39,2,86,0,0,0,17.3,0
954,2,ad_post,electronics,metro,android,163.3,3,1,0,20.5,4,140,0,0,0,10.9,0
955,2,ad_post,electronics,metro,android,238.3,2,0,1,,8,43,0,0,0,1.8,0
956,2,ad_post,fashion,urban,ios,136.9,1,0,0,,0,185,0,0,1,90.8,0
957,4,ad_post,fashion,urban,android,121.4,4,0,0,143.01,3,107,0,0,0,64.4,0
958,3,ad_post,furniture,rural,ios,58.5,3,0,1,98.62,3,132,0,0,0,,0
959,4,message_send,bikes,rural,android,77.8,4,0,1,,3,114,0,1,0,25.4,0
960,1,message_send,phones,rural,android,137.9,3,1,0,,6,161,0,0,0,6.1,0
961,4,ad_post,fashion,urban,ios,70.7,1,1,1,99.36,3,24,0,0,0,,0
962,2,message_send,fashion,urban,ios,27.5,1,0,1,1015.05,0,152,0,0,0,6.0,0
963,3,message_send,fashion,urban,android,26.0,4,0,1,159.68,2,45,1,0,0,28.4,0
964,5,ad_post,electronics,metro,ios,712.4,6,1,1,461.86,2,0,0,0,0,15.0,0
965,5,message_send,electronics,metro,ios,48.8,3,0,0,636.75,1,143,0,1,0,21.4,0
966,4,message_send,phones,metro,ios,145.4,1,0,0,38.51,4,60,0,0,0,2.2,0
967,3,ad_post,fashion,urban,android,28.5,2,0,1,94.23,5,137,0,0,0,31.4,0
968,1,ad_post,electronics,metro,android,13.0,5,0,2,87.72,3,20,0,0,0,29.1,0
969,4,ad_post,other,metro,ios,171.1,3,0,1,99.57,4,103,0,0,0,6.5,1
970,1,ad_post,electronics,rural,ios,18.4,5,0,2,90.38,7,81,0,0,0,1.6,0
971,2,ad_post,electronics,metro,web,39.4,3,0,0,255.47,4,0,0,0,0,18.8,0
972,5,ad_post,other,metro,android,108.1,2,0,2,64.34,5,3,0,1,0,95.5,0
973,1,ad_post,furniture,metro,android,25.5,6,1,0,344.53,5,54,0,0,0,33.2,1
974,4,ad_post,phones,metro,android,78.1,1,0,1,129.93,1,75,0,0,1,42.2,0
975,5,message_send,fashion,rural,android,97.2,3,0,1,,2,224,0,1,1,124.8,0
976,5,ad_post,phones,rural,ios,105.4,2,0,0,320.09,1,21,0,0,0,,0
977,4,message_send,bikes,rural,ios,17.0,0,0,0,96.66,3,173,1,0,0,12.3,0
978,2,message_send,electronics,urban,ios,53.7,4,1,0,,8,177,0,0,0,28.4,1
979,1,message_send,electronics,rural,android,112.0,2,0,1,105.05,2,244,0,0,0,10.9,0
980,2,message_send,other,urban,ios,79.6,2,1,0,198.6,2,348,0,0,0,4.0,0
981,3,ad_post,other,metro,android,38.2,4,0,2,154.07,2,88,0,0,0,57.1,0
982,5,message_send,other,,ios,31.4,2,0,1,57.54,3,22,0,0,1,3.8,0
983,2,ad_post,electronics,metro,android,30.3,0,0,0,98.69,0,44,0,1,0,13.6,0
984,2,ad_post,bikes,,android,114.4,3,0,1,217.85,3,127,0,0,0,18.1,0
985,1,message_send,other,urban,android,37.4,4,1,2,86.28,3,217,0,0,0,36.6,0
986,5,ad_post,furniture,urban,android,31.7,4,0,0,229.99,4,119,0,0,1,9.2,0
987,5,message_send,fashion,metro,ios,53.8,3,0,1,78.16,5,122,0,0,0,37.5,0
988,2,ad_post,fashion,urban,ios,146.3,2,0,1,208.88,4,60,0,0,0,28.3,0
989,3,ad_post,fashion,metro,android,40.4,4,0,1,,4,101,0,0,0,17.1,0
990,2,message_send,furniture,urban,ios,21.1,2,0,1,70.61,4,132,0,0,0,16.7,0
991,2,ad_post,bikes,,web,7.4,6,0,2,,4,145,0,0,1,37.6,0
992,3,ad_post,electronics,metro,ios,87.1,2,0,0,197.99,5,127,0,0,0,20.9,0
993,3,message_send,phones,rural,android,183.0,3,0,0,54.83,3,246,0,0,1,4.2,0
994,4,message_send,bikes,rural,ios,450.3,2,0,1,274.75,3,130,0,0,1,14.8,0
995,4,ad_post,phones,urban,ios,444.1,4,0,0,58.63,6,133,1,0,0,4.8,0
996,3,ad_post,phones,metro,ios,40.6,2,0,0,71.1,1,89,0,0,0,6.4,0
997,2,ad_post,electronics,metro,ios,20.7,3,0,1,206.61,1,38,0,0,1,21.8,0
998,1,ad_post,electronics,urban,android,40.3,5,0,2,153.86,1,27,0,0,0,22.9,0
999,5,ad_post,furniture,,ios,34.5,3,1,0,80.09,1,151,0,0,1,8.5,0
1000,1,ad_post,phones,urban,android,50.4,1,0,1,128.28,1,0,0,0,0,30.0,0
1001,1,message_send,electronics,urban,android,119.2,0,0,1,108.86,4,151,0,0,0,10.9,0
1002,2,message_send,bikes,rural,android,230.1,4,0,0,141.44,3,267,0,0,0,,0
1003,4,message_send,bikes,urban,android,17.8,3,0,0,94.03,3,78,0,1,0,,1
1004,4,message_send,electronics,metro,android,66.6,4,0,2,176.24,4,70,0,1,0,3.5,1
1005,1,ad_post,fashion,urban,web,169.8,3,0,1,48.52,3,29,0,0,0,38.6,0
1006,3,ad_post,bikes,,android,16.9,2,0,0,897.96,1,44,0,0,1,28.3,0
1007,3,ad_post,electronics,metro,android,86.1,3,0,0,36.05,2,83,0,0,0,15.2,0
1008,3,ad_post,other,metro,android,83.9,2,1,2,281.86,4,118,0,0,0,13.9,0
1009,4,message_send,bikes,rural,ios,18.9,2,0,0,329.02,7,182,1,0,1,9.9,0
1010,1,ad_post,fashion,urban,android,72.8,2,0,0,104.92,2,103,0,0,0,3.9,0
1011,5,message_send,electronics,,ios,24.6,2,0,2,168.0,3,119,0,0,0,18.4,0
1012,3,ad_post,fashion,urban,ios,38.6,7,1,1,,2,83,0,0,0,22.0,0
1013,3,message_send,furniture,rural,android,37.1,4,0,0,49.23,2,110,0,1,0,,0
1014,5,message_send,electronics,metro,android,17.8,3,0,0,550.74,5,190,0,0,0,5.3,0
1015,1,message_send,bikes,urban,android,73.6,0,0,2,77.12,4,156,0,0,0,4.2,0
1016,2,message_send,electronics,rural,android,135.7,0,0,1,515.45,2,211,0,0,0,6.8,0
1017,1,ad_post,phones,rural,android,90.5,6,0,0,273.41,3,152,0,0,0,22.3,0
1018,4,message_send,other,metro,web,37.8,0,0,1,146.61,3,194,0,0,0,,0
1019,4,ad_post,other,urban,android,66.9,5,0,2,466.32,5,70,0,0,1,4.0,0
1020,2,ad_post,furniture,metro,android,8.5,2,0,1,459.43,1,101,0,0,0,11.2,1
1021,5,message_send,fashion,metro,ios,165.4,3,0,2,176.33,1,183,0,0,0,6.0,0
1022,4,ad_post,fashion,,android,73.1,0,0,1,52.36,2,0,0,0,0,12.0,0
1023,3,ad_post,furniture,urban,ios,10.2,5,0,0,23.19,4,104,0,0,0,22.6,0
1024,4,message_send,phones,urban,android,8.6,1,0,1,110.07,1,187,0,0,0,,0
1025,1,message_send,electronics,urban,ios,50.5,3,1,0,,2,150,0,1,0,26.8,1
1026,4,ad_post,furniture,urban,web,86.4,1,0,0,65.06,2,71,0,0,0,5.9,0
1027,2,ad_post,phones,metro,android,27.1,5,0,2,321.16,3,39,0,0,0,21.1,0
1028,2,ad_post,fashion,metro,android,19.6,8,0,1,338.1,1,80,0,0,0,10.6,0
1029,1,ad_post,furniture,metro,android,21.3,3,0,0,152.82,7,41,0,0,1,23.5,0
1030,3,ad_post,fashion,urban,android,35.7,2,1,0,61.7,1,132,0,1,0,37.8,1
1031,5,ad_post,phones,metro,ios,39.0,3,0,1,88.24,3,55,0,0,0,,0
1032,2,message_send,phones,urban,android,64.0,1,0,2,301.46,1,187,0,0,1,8.3,0
1033,1,message_send,other,urban,android,39.5,2,0,1,219.07,1,45,0,0,0,24.9,0
1034,2,ad_post,electronics,metro,android,43.6,3,0,1,56.77,5,108,0,1,0,4.0,0
1035,1,ad_post,furniture,urban,ios,47.5,5,0,0,,3,112,0,0,0,8.7,0
1036,5,ad_post,other,rural,ios,238.7,1,0,2,,3,58,0,0,0,27.1,0
1037,3,ad_post,furniture,urban,android,43.3,5,0,0,188.51,2,150,0,0,0,12.1,0
1038,5,message_send,bikes,metro,android,15.3,2,0,0,162.58,3,106,0,0,1,6.3,0
1039,5,ad_post,furniture,,ios,44.1,4,0,1,,2,72,0,0,0,,0
1040,2,ad_post,other,metro,ios,48.7,3,0,0,,7,164,0,0,0,6.4,0
1041,3,ad_post,furniture,metro,web,61.6,3,0,2,134.89,3,0,0,0,0,,0
1042,3,message_send,furniture,metro,android,30.0,4,0,1,177.98,2,164,0,1,0,2.8,0
1043,3,ad_post,phones,urban,android,86.9,2,2,1,334.09,7,48,0,0,0,,0
1044,4,ad_post,other,,android,40.7,0,0,0,96.4,4,5,0,0,0,10.4,0
1045,3,ad_post,phones,metro,android,87.3,1,0,0,99.97,4,0,0,0,1,,0
1046,5,ad_post,furniture,rural,android,73.5,4,0,2,164.36,2,72,0,0,0,,0
1047,2,ad_post,phones,urban,ios,15.9,3,0,0,144.19,4,23,0,0,0,19.4,1
1048,3,message_send,furniture,rural,android,21.7,1,1,0,186.57,3,164,0,0,0,14.2,1
1049,3,message_send,bikes,,android,31.4,5,0,2,213.23,1,197,0,0,0,10.5,0
1050,5,ad_post,other,metro,web,33.0,4,0,0,433.13,6,78,0,0,0,17.9,0
1051,4,ad_post,fashion,urban,ios,11.0,3,0,0,241.45,3,31,0,0,0,,0
1052,2,ad_post,furniture,urban,android,163.5,3,0,1,132.16,1,35,0,0,0,9.2,0
1053,4,message_send,bikes,urban,web,14.1,1,0,1,72.61,1,248,0,1,0,1.8,0
1054,1,message_send,other,metro,ios,45.7,3,0,1,193.63,2,159,0,0,0,8.9,0
1055,3,ad_post,phones,urban,ios,58.5,2,0,0,319.51,0,240,0,0,0,40.8,0
1056,2,ad_post,bikes,metro,web,169.2,4,1,1,322.77,4,130,0,0,0,8.7,0
1057,3,message_send,other,rural,ios,22.3,2,0,0,82.97,1,141,0,1,1,13.4,0
1058,4,message_send,phones,,android,113.1,1,1,0,190.46,0,189,0,0,0,,0
1059,4,message_send,electronics,urban,ios,169.7,2,1,0,61.28,3,142,0,0,0,13.1,0
1060,5,ad_post,other,metro,android,108.6,3,0,0,332.94,3,96,0,0,0,9.1,0
1061,1,message_send,furniture,,android,37.6,6,0,0,140.14,4,134,0,0,0,25.1,0
1062,5,ad_post,electronics,metro,web,40.5,0,0,1,106.96,4,257,0,0,0,25.8,0
1063,3,ad_post,bikes,metro,web,91.8,3,0,0,117.58,7,115,0,0,0,2.3,0
1064,4,message_send,bikes,rural,android,33.3,0,1,0,202.65,1,161,0,1,1,,1
1065,2,ad_post,phones,urban,android,10.8,4,0,0,601.18,3,53,0,0,0,3.9,0
1066,1,ad_post,electronics,metro,ios,18.7,7,0,2,344.63,3,62,0,0,0,9.2,0
1067,2,ad_post,bikes,metro,android,25.9,2,0,0,94.8,5,105,0,0,1,8.7,1
1068,1,ad_post,furniture,urban,ios,12.6,3,0,1,36.18,5,167,0,0,1,10.1,0
1069,2,ad_post,furniture,,web,18.9,3,1,2,82.86,1,56,1,0,0,7.0,1
1070,1,ad_post,furniture,metro,android,95.3,5,0,2,126.93,4,189,0,0,1,36.0,0
1071,1,ad_post,phones,metro,android,57.1,5,0,2,108.23,3,170,0,0,1,21.0,0
1072,3,ad_post,fashion,urban,web,105.6,3,0,1,171.4,3,114,0,0,0,15.1,0
1073,1,ad_post,furniture,metro,android,234.9,3,0,0,114.64,6,82,0,0,0,8.4,0
1074,1,ad_post,electronics,metro,android,161.1,2,0,2,156.9,6,45,0,0,0,5.9,0
1075,4,ad_post,bikes,metro,android,13.5,5,0,0,95.42,2,86,0,0,0,,0
1076,5,ad_post,furniture,metro,android,134.2,2,0,2,228.99,7,140,0,0,0,1.6,0
1077,5,ad_post,electronics,,android,29.9,3,0,0,151.78,2,0,0,0,0,11.7,0
1078,1,message_send,fashion,rural,android,10.7,3,0,0,103.77,0,279,0,0,0,24.9,0
1079,5,ad_post,bikes,metro,android,61.4,3,0,0,45.71,1,87,0,0,1,2.2,0
1080,4,ad_post,other,rural,android,158.9,2,0,0,,4,56,0,0,0,44.5,0
1081,5,ad_post,other,urban,ios,45.9,2,0,0,66.33,2,0,0,1,0,31.9,0
1082,2,message_send,phones,rural,ios,5.1,2,0,0,191.08,2,169,0,1,0,32.2,1
1083,2,message_send,other,,android,34.2,0,0,0,226.5,3,146,0,0,0,7.0,0
1084,2,ad_post,electronics,rural,android,166.3,3,0,0,,2,102,0,0,1,43.7,0
1085,1,message_send,electronics,urban,ios,12.2,2,0,0,632.61,3,127,0,0,0,19.4,1
1086,4,ad_post,electronics,urban,android,49.6,3,0,0,367.29,3,175,0,0,0,5.0,0
1087,5,message_send,other,urban,ios,77.4,4,0,0,57.96,3,80,0,0,0,53.7,0
1088,3,message_send,other,,android,77.9,4,0,1,121.63,3,91,0,0,0,2.4,0
1089,2,message_send,electronics,urban,ios,57.8,0,2,0,332.16,1,231,0,0,0,6.1,0
1090,1,message_send,furniture,rural,ios,93.9,4,0,1,132.7,1,120,0,0,0,15.5,0
1091,1,ad_post,bikes,metro,android,78.6,3,0,2,440.44,3,108,0,0,1,11.2,0
1092,2,ad_post,furniture,metro,android,27.9,5,2,0,,3,64,1,0,0,8.8,1
1093,2,ad_post,phones,metro,ios,22.2,3,0,2,249.7,0,106,0,0,0,20.2,0
1094,2,ad_post,phones,metro,ios,78.2,3,0,0,73.98,4,0,0,0,0,2.7,0
1095,4,ad_post,bikes,metro,android,70.0,1,0,1,,2,47,0,0,0,4.0,0
1096,4,message_send,furniture,urban,android,36.2,5,0,0,272.4,0,167,0,0,0,13.4,0
1097,3,ad_post,fashion,urban,ios,55.0,2,0,2,65.59,1,142,0,1,0,17.7,1
1098,5,ad_post,other,rural,android,79.3,4,0,0,191.94,4,198,0,1,0,23.5,0
1099,3,ad_post,phones,metro,android,38.7,2,0,0,147.67,3,77,0,0,0,,0
1100,2,ad_post,fashion,metro,ios,22.6,2,0,2,123.2,6,102,0,0,1,41.2,1
1101,5,ad_post,electronics,urban,ios,94.9,3,0,2,153.96,2,218,0,0,0,2.9,0
1102,5,ad_post,phones,metro,android,46.8,5,0,0,459.42,4,140,0,0,0,3.7,0
1103,2,ad_post,furniture,rural,android,32.9,5,0,2,163.52,5,84,0,0,0,,0
1104,1,ad_post,other,,android,196.5,3,0,2,1437.02,7,193,1,0,0,10.8,0
1105,3,ad_post,electronics,metro,ios,116.9,0,1,0,220.66,2,9,0,1,0,23.3,0
1106,1,ad_post,other,urban,android,27.4,2,0,2,60.57,4,50,0,0,0,46.5,0
1107,4,ad_post,furniture,metro,android,108.0,3,0,0,44.47,4,108,0,0,0,4.3,0
1108,4,message_send,electronics,urban,android,344.3,1,0,1,343.18,1,70,0,0,1,13.3,0
1109,5,ad_post,other,metro,android,56.1,2,0,2,505.4,2,217,0,0,1,17.8,0
1110,4,ad_post,phones,metro,ios,13.5,3,0,1,,3,132,0,0,0,1.9,0
1111,4,message_send,other,urban,android,70.3,4,0,1,563.17,0,131,0,0,0,21.6,0
1112,2,message_send,other,rural,ios,11.6,0,0,2,243.93,3,120,0,0,1,14.3,0
1113,2,ad_post,fashion,urban,ios,55.7,2,1,1,270.39,5,169,0,0,0,4.2,0
1114,3,ad_post,other,urban,ios,21.9,4,1,1,32.01,2,63,0,0,0,58.2,0
1115,3,ad_post,furniture,urban,ios,265.6,4,0,0,190.01,3,127,0,0,0,31.2,0
1116,1,message_send,furniture,metro,android,45.7,5,0,0,293.99,0,227,0,0,0,28.4,0
1117,1,message_send,other,urban,ios,50.9,5,0,1,193.01,6,48,0,0,1,86.8,0
1118,5,message_send,other,urban,android,32.4,2,0,1,109.64,1,151,1,0,0,29.7,0
1119,5,message_send,bikes,urban,android,18.7,3,0,0,112.61,6,199,0,0,0,2.9,0
1120,1,ad_post,electronics,,android,32.8,3,0,1,54.33,3,52,0,0,0,17.0,0
1121,5,message_send,electronics,urban,android,18.1,2,0,2,148.88,2,185,0,0,1,8.4,0
1122,3,ad_post,bikes,metro,android,57.9,2,0,0,46.85,2,155,0,0,0,8.0,0
1123,5,message_send,electronics,rural,android,36.2,1,0,1,50.74,8,247,0,0,0,12.5,0
1124,4,message_send,other,rural,web,87.9,6,0,2,156.38,3,104,0,1,0,10.8,0
1125,1,ad_post,fashion,metro,ios,97.1,1,0,0,264.23,4,10,0,0,0,15.8,0
1126,3,message_send,furniture,urban,android,93.7,3,0,0,100.16,4,141,0,0,1,12.3,0
1127,2,message_send,bikes,,ios,31.5,2,0,1,27.67,4,145,0,1,0,48.6,0
1128,2,ad_post,other,metro,android,68.7,3,0,0,283.06,2,0,0,0,0,11.3,0
1129,2,ad_post,electronics,urban,android,18.6,5,0,0,355.0,2,105,0,0,0,18.9,0
1130,1,ad_post,phones,urban,android,23.5,3,2,1,169.8,3,229,1,0,0,5.2,1
1131,1,ad_post,other,metro,android,17.3,2,0,1,151.37,2,142,0,0,0,9.5,0
1132,2,ad_post,electronics,rural,ios,512.5,4,1,0,417.16,2,167,0,0,0,,0
1133,4,ad_post,bikes,rural,ios,79.2,2,0,0,82.58,3,168,0,0,0,9.7,0
1134,4,ad_post,bikes,urban,ios,36.4,3,0,0,,2,149,0,0,0,11.8,0
1135,1,message_send,electronics,metro,ios,155.2,0,0,1,50.4,1,80,0,1,0,51.8,0
1136,5,message_send,furniture,urban,web,44.2,1,0,1,,2,188,0,0,0,21.2,0
1137,1,ad_post,phones,metro,android,40.6,3,0,0,103.62,2,84,0,1,1,17.1,0
1138,4,message_send,other,,android,14.2,3,0,2,101.19,2,52,0,0,0,7.4,0
1139,3,message_send,fashion,metro,android,12.1,4,0,1,287.21,2,198,0,0,0,39.7,0
1140,4,ad_post,furniture,metro,android,53.0,4,0,1,89.05,4,115,1,0,0,79.6,0
1141,1,ad_post,bikes,metro,ios,139.2,3,0,0,187.2,8,104,0,0,0,17.0,0
1142,4,message_send,bikes,metro,android,158.1,5,0,2,155.14,3,156,1,0,0,69.0,0
1143,5,ad_post,other,metro,ios,119.9,2,0,0,128.46,7,87,0,1,0,3.2,0
1144,2,ad_post,other,urban,ios,9.2,2,0,0,76.66,4,0,0,0,0,11.8,0
1145,4,ad_post,other,urban,android,176.3,2,0,1,,2,126,0,0,0,7.9,0
1146,1,ad_post,bikes,urban,ios,92.1,3,0,1,479.99,1,194,0,0,0,17.0,0
1147,4,ad_post,phones,rural,android,135.7,3,1,1,252.73,5,64,0,0,1,4.2,1
1148,1,message_send,electronics,urban,web,200.8,5,0,1,225.4,2,147,0,1,1,13.2,0
1149,2,ad_post,fashion,urban,ios,39.1,2,0,1,,1,91,0,0,0,2.1,0
1150,4,ad_post,electronics,urban,android,17.6,1,1,1,258.6,1,28,0,1,0,,0
1151,2,ad_post,fashion,urban,ios,27.1,2,1,0,147.78,3,143,0,0,0,13.1,0
1152,5,ad_post,bikes,metro,web,90.2,2,1,1,159.62,3,202,0,0,0,9.6,0
1153,5,ad_post,other,rural,web,19.7,5,1,2,90.38,1,120,0,0,0,23.9,0
1154,5,message_send,bikes,rural,web,63.3,6,0,1,343.76,4,292,0,0,0,5.3,0
1155,5,message_send,phones,metro,ios,41.7,5,0,0,148.08,8,135,1,0,1,34.0,0
1156,5,message_send,other,urban,ios,17.0,1,1,1,,4,161,0,0,0,13.9,1
1157,3,ad_post,bikes,metro,android,130.2,2,0,0,369.47,6,37,0,0,1,4.0,0
1158,3,ad_post,phones,rural,android,70.7,1,1,0,58.02,1,0,0,0,0,27.9,1
1159,5,ad_post,bikes,metro,web,104.7,2,0,1,157.9,4,216,0,0,0,9.3,0
1160,1,ad_post,other,metro,ios,103.3,2,0,1,166.54,1,0,0,0,0,38.8,0
1161,5,ad_post,other,metro,android,159.0,2,0,0,84.05,3,60,0,0,0,3.5,0
1162,1,ad_post,electronics,,android,49.7,11,0,0,,6,50,0,0,0,156.4,0
1163,5,ad_post,furniture,metro,ios,24.6,2,0,2,35.74,1,39,0,0,1,,0
1164,5,ad_post,electronics,urban,ios,66.0,6,0,0,305.28,1,0,0,0,0,18.3,0
1165,5,message_send,phones,,web,44.9,1,0,2,81.22,1,110,1,0,0,,0
1166,4,ad_post,furniture,urban,ios,83.8,4,0,0,45.7,3,57,0,0,0,5.8,0
1167,1,ad_post,furniture,rural,ios,60.0,1,0,0,,2,204,0,0,0,11.6,0
1168,4,message_send,furniture,metro,ios,151.2,2,0,1,99.61,4,148,1,0,0,,0
1169,1,message_send,bikes,urban,ios,106.1,3,2,0,115.58,4,202,0,0,0,89.6,0
1170,2,ad_post,other,metro,web,47.7,7,0,0,445.01,2,109,0,1,0,6.6,0
1171,5,ad_post,phones,metro,android,50.0,4,0,1,189.69,5,76,0,0,0,35.3,0
1172,5,ad_post,fashion,rural,android,8.1,4,0,0,229.85,1,41,0,0,0,19.6,1
1173,3,ad_post,electronics,metro,android,21.9,4,0,0,154.8,5,71,0,0,0,13.3,0
1174,1,ad_post,bikes,,ios,14.6,0,0,1,258.86,2,78,0,0,0,54.8,0
1175,1,message_send,other,metro,ios,37.4,2,0,2,359.82,2,191,0,0,0,27.4,0
1176,4,ad_post,furniture,urban,ios,99.7,4,1,0,811.36,4,40,0,0,0,29.8,0
1177,1,ad_post,bikes,metro,web,11.7,3,1,1,145.38,4,154,0,0,0,,0
1178,5,ad_post,phones,metro,android,112.7,4,0,0,307.11,5,25,0,0,1,0.5,0
1179,3,ad_post,electronics,rural,android,42.6,1,1,1,264.2,1,25,0,0,0,21.9,0
1180,3,ad_post,electronics,,android,111.8,2,0,0,218.06,5,76,0,0,1,,0
1181,2,ad_post,other,rural,ios,47.9,3,0,1,54.67,4,148,0,0,0,26.7,1
1182,3,ad_post,other,urban,android,17.6,2,0,0,97.35,6,31,0,0,1,7.2,0
